presFesto-0[V]	DigOut-1[V]	MPX100-2[V]	HAF075#2-9[V]
7.008	0.563	2.271	2.502
7.012	0.563	2.274	2.502
7.011	0.563	2.268	2.502
7.007	0.563	2.272	2.502
7.008	0.563	2.271	2.503
7.008	0.563	2.272	2.503
7.007	0.563	2.271	2.503
7.010	0.564	2.272	2.503
7.011	0.563	2.273	2.503
7.009	0.563	2.272	2.502
7.007	0.563	2.275	2.502
7.008	0.563	2.271	2.500
7.010	0.563	2.271	2.501
7.009	0.563	2.270	2.502
7.009	0.564	2.274	2.500
7.009	0.564	2.271	2.502
7.005	0.563	2.272	2.503
7.010	0.562	2.271	2.503
7.008	0.563	2.273	2.502
7.009	0.564	2.272	2.502
7.010	0.563	2.274	2.503
7.009	0.563	2.274	2.502
7.009	0.563	2.272	2.501
7.008	0.563	2.271	2.501
7.011	0.563	2.271	2.502
7.010	0.563	2.272	2.501
7.009	0.563	2.274	2.502
7.010	0.563	2.273	2.501
7.008	0.563	2.271	2.502
7.007	0.563	2.271	2.502
7.010	0.563	2.271	2.501
7.008	0.562	2.270	2.501
7.008	0.563	2.273	2.503
7.011	0.563	2.272	2.502
7.011	0.563	2.272	2.502
7.009	0.563	2.272	2.502
7.008	0.562	2.272	2.500
7.008	0.562	2.270	2.500
7.006	0.563	2.271	2.501
7.010	0.563	2.273	2.502
7.011	0.563	2.273	2.502
7.011	0.563	2.269	2.501
7.008	0.563	2.272	2.502
7.007	0.563	2.271	2.501
7.010	0.563	2.273	2.500
7.011	0.563	2.269	2.503
7.011	0.563	2.274	2.501
7.009	0.564	2.273	2.503
7.009	0.563	2.274	2.502
7.009	0.563	2.270	2.502
7.010	0.564	2.272	2.503
7.012	0.563	2.274	2.502
7.006	0.563	2.272	2.502
7.009	0.563	2.270	2.502
7.010	0.563	2.270	2.503
7.010	0.563	2.271	2.501
7.008	0.563	2.271	2.501
7.010	0.563	2.274	2.501
7.006	0.563	2.272	2.501
7.009	0.563	2.274	2.502
7.012	0.564	2.272	2.502
7.008	0.563	2.270	2.502
7.006	0.563	2.273	2.502
7.007	0.563	2.272	2.502
7.009	0.563	2.271	2.502
7.008	0.563	2.274	2.501
7.011	0.563	2.273	2.500
7.011	0.564	2.270	2.500
7.007	0.564	2.269	2.500
7.008	0.562	2.270	2.501
7.010	0.563	2.269	2.501
7.007	0.563	2.271	2.501
7.007	0.563	2.268	2.501
7.007	0.563	2.268	2.500
7.010	0.563	2.271	2.500
7.008	0.563	2.271	2.502
7.011	0.563	2.268	2.501
7.011	0.563	2.270	2.502
7.008	0.563	2.270	2.503
7.007	0.563	2.270	2.502
7.008	0.563	2.274	2.501
7.011	0.563	2.270	2.501
7.010	0.563	2.271	2.503
7.010	0.563	2.272	2.501
7.009	0.563	2.270	2.501
7.007	0.563	2.270	2.502
7.009	0.563	2.270	2.501
7.010	0.564	2.271	2.501
7.009	0.563	2.273	2.503
7.011	0.563	2.270	2.501
7.011	0.563	2.270	2.502
7.007	0.563	2.273	2.502
7.008	0.564	2.272	2.501
7.010	0.563	2.271	2.502
7.008	0.564	2.271	2.502
7.011	0.563	2.269	2.502
7.009	0.563	2.272	2.501
7.009	0.563	2.274	2.501
7.010	0.563	2.269	2.503
7.010	0.564	2.271	2.501
7.008	0.563	2.269	2.502
7.010	0.563	2.274	2.501
7.008	0.563	2.268	2.502
7.008	0.563	2.271	2.503
7.010	0.563	2.271	2.502
7.010	0.563	2.272	2.501
7.012	0.563	2.270	2.502
7.008	0.563	2.270	2.501
7.009	0.564	2.272	2.502
7.008	0.563	2.273	2.502
7.010	0.563	2.269	2.502
7.009	0.563	2.272	2.501
7.007	0.563	2.272	2.501
7.008	0.562	2.270	2.501
7.010	0.562	2.273	2.501
7.010	0.563	2.272	2.500
7.008	0.563	2.271	2.503
7.010	0.563	2.273	2.503
7.008	0.564	2.273	2.501
7.009	0.563	2.270	2.501
7.009	0.563	2.272	2.501
7.008	0.563	2.270	2.502
7.007	0.563	2.272	2.502
7.009	0.563	2.274	2.502
7.011	0.563	2.272	2.502
7.011	0.563	2.271	2.502
7.008	0.563	2.272	2.501
7.006	0.564	2.272	2.500
7.008	0.564	2.272	2.502
7.009	0.564	2.270	2.501
7.012	0.564	2.271	2.501
7.008	0.563	2.272	2.502
7.008	0.563	2.269	2.502
7.008	0.563	2.272	2.502
7.008	0.563	2.270	2.502
7.008	0.563	2.270	2.501
7.009	0.563	2.269	2.502
7.010	0.563	2.271	2.502
7.008	0.563	2.273	2.502
7.011	0.563	2.270	2.502
7.008	0.563	2.271	2.503
7.009	0.563	2.272	2.501
7.011	0.563	2.272	2.503
7.010	0.563	2.271	2.503
7.008	0.563	2.272	2.502
7.012	0.563	2.273	2.503
7.008	0.564	2.272	2.502
7.008	0.564	2.273	2.502
7.009	0.563	2.273	2.502
7.008	0.563	2.271	2.502
7.008	0.563	2.274	2.502
7.011	0.563	2.270	2.502
7.010	0.563	2.271	2.502
7.011	0.562	2.270	2.502
7.009	0.563	2.274	2.502
7.008	0.563	2.272	2.500
7.008	0.563	2.272	2.502
7.009	0.563	2.271	2.502
7.010	0.563	2.274	2.502
7.009	0.563	2.273	2.501
7.009	0.563	2.271	2.502
7.008	0.563	2.272	2.501
7.008	0.563	2.269	2.502
7.008	0.564	2.270	2.501
7.011	0.563	2.271	2.501
7.008	0.563	2.272	2.501
7.010	0.563	2.271	2.502
7.011	0.563	2.272	2.502
7.009	0.562	2.272	2.502
7.009	0.562	2.271	2.501
7.010	0.564	2.272	2.501
7.009	0.563	2.270	2.501
7.009	0.564	2.270	2.502
7.008	0.564	2.273	2.502
7.011	0.563	2.271	2.500
7.011	0.563	2.271	2.500
7.008	0.563	2.269	2.500
7.010	0.563	2.269	2.500
7.009	0.563	2.272	2.501
7.010	0.563	2.270	2.501
7.006	0.563	2.269	2.500
7.009	0.563	2.271	2.500
7.009	0.564	2.269	2.499
7.011	0.563	2.269	2.500
7.010	0.564	2.270	2.500
7.010	0.562	2.272	2.500
7.008	0.563	2.271	2.501
7.008	0.564	2.271	2.500
7.007	0.563	2.272	2.499
7.010	0.564	2.270	2.500
7.009	0.563	2.270	2.501
7.010	0.563	2.272	2.500
7.011	0.563	2.270	2.500
7.009	0.563	2.274	2.501
7.009	0.563	2.271	2.500
7.010	0.563	2.270	2.500
7.011	0.563	2.273	2.501
7.008	0.563	2.270	2.499
7.006	0.563	2.272	2.500
7.008	0.563	2.270	2.500
7.010	0.563	2.271	2.501
7.013	0.563	2.271	2.501
7.010	0.563	2.271	2.501
7.008	0.563	2.271	2.501
7.008	0.563	2.271	2.502
7.012	0.564	2.272	2.501
7.009	0.564	2.272	2.501
7.010	0.563	2.270	2.501
7.008	0.563	2.268	2.500
7.009	0.563	2.269	2.500
7.008	0.563	2.272	2.502
7.009	0.562	2.273	2.500
7.010	0.563	2.272	2.501
7.009	0.563	2.271	2.500
7.008	0.563	2.273	2.501
7.008	0.563	2.272	2.502
7.012	0.563	2.273	2.501
7.008	0.563	2.271	2.500
7.009	0.564	2.274	2.501
7.008	0.563	2.268	2.502
7.008	0.562	2.271	2.500
7.009	0.563	2.272	2.501
7.011	0.563	2.272	2.502
7.009	0.563	2.270	2.500
7.010	0.563	2.269	2.502
7.008	0.563	2.269	2.501
7.011	0.564	2.270	2.501
7.010	0.563	2.271	2.501
7.008	0.563	2.269	2.502
7.009	0.563	2.270	2.501
7.009	0.563	2.270	2.501
7.008	0.563	2.270	2.500
7.011	0.563	2.271	2.501
7.009	0.562	2.272	2.501
7.006	0.564	2.271	2.501
7.009	0.563	2.270	2.499
7.008	0.564	2.273	2.501
7.006	0.563	2.270	2.501
7.009	0.563	2.274	2.501
7.008	0.562	2.271	2.500
7.007	0.563	2.272	2.501
7.010	0.563	2.271	2.502
7.008	0.563	2.271	2.501
7.011	0.563	2.272	2.501
7.009	0.563	2.271	2.501
7.009	0.563	2.272	2.501
7.010	0.563	2.272	2.501
7.010	0.563	2.272	2.500
7.010	0.563	2.270	2.501
7.011	0.563	2.272	2.502
7.009	0.563	2.273	2.502
7.008	0.563	2.272	2.501
7.009	0.564	2.271	2.500
7.009	0.563	2.272	2.501
7.011	0.563	2.271	2.501
7.008	0.563	2.271	2.501
7.007	0.563	2.272	2.501
7.009	0.563	2.270	2.501
7.010	0.564	2.269	2.500
7.009	0.564	2.270	2.500
7.009	0.563	2.272	2.501
7.008	0.563	2.273	2.501
7.008	0.563	2.272	2.501
7.009	0.564	2.270	2.501
7.011	0.563	2.273	2.501
7.008	0.563	2.272	2.502
7.008	0.564	2.272	2.501
7.008	0.563	2.269	2.502
7.009	0.564	2.271	2.503
7.011	0.564	2.271	2.501
7.007	0.563	2.270	2.501
7.007	0.563	2.272	2.502
7.008	0.564	2.271	2.502
7.011	0.564	2.272	2.501
7.008	0.564	2.273	2.501
7.008	0.564	2.272	2.502
7.008	0.564	2.269	2.500
7.005	0.564	2.271	2.499
7.008	0.564	2.270	2.499
7.012	0.563	2.271	2.500
7.008	0.564	2.270	2.502
7.011	0.563	2.274	2.500
7.010	0.563	2.270	2.501
7.007	0.563	2.269	2.500
7.008	0.563	2.271	2.501
7.011	0.563	2.269	2.501
7.013	0.563	2.268	2.501
7.008	0.563	2.269	2.500
7.007	0.563	2.271	2.499
7.009	0.563	2.269	2.500
7.008	0.563	2.270	2.501
7.013	0.564	2.270	2.501
7.011	0.563	2.271	2.501
7.009	0.563	2.273	2.501
7.011	0.563	2.269	2.500
7.010	0.563	2.272	2.500
7.013	0.564	2.270	2.501
7.009	0.563	2.269	2.501
7.007	0.563	2.271	2.500
7.007	0.563	2.271	2.501
7.009	0.564	2.271	2.500
7.011	0.563	2.272	2.501
7.011	0.563	2.270	2.500
7.009	0.563	2.272	2.500
7.008	0.563	2.273	2.501
7.008	0.563	2.271	2.501
7.010	0.563	2.272	2.502
7.008	0.563	2.269	2.501
7.008	0.564	2.273	2.501
7.010	0.563	2.271	2.501
7.008	0.563	2.271	2.501
7.009	0.563	2.269	2.499
7.008	0.563	2.271	2.501
7.008	0.564	2.272	2.501
7.008	0.563	2.269	2.501
7.006	0.563	2.271	2.501
7.008	0.562	2.272	2.501
7.013	0.562	2.269	2.501
7.009	0.563	2.273	2.500
7.009	0.564	2.271	2.500
7.007	0.563	2.273	2.500
7.009	0.563	2.271	2.500
7.010	0.563	2.271	2.500
7.008	0.563	2.271	2.501
7.011	0.563	2.270	2.500
7.008	0.563	2.270	2.501
7.007	0.563	2.271	2.500
7.010	0.563	2.271	2.501
7.011	0.563	2.273	2.501
7.010	0.563	2.271	2.501
7.009	0.563	2.272	2.499
7.007	0.563	2.271	2.503
7.009	0.563	2.271	2.502
7.010	0.563	2.270	2.501
7.010	0.563	2.269	2.502
7.010	0.563	2.273	2.500
7.006	0.562	2.269	2.501
7.008	0.563	2.272	2.501
7.012	0.562	2.272	2.501
7.009	0.563	2.273	2.500
7.010	0.564	2.271	2.502
7.008	0.563	2.271	2.500
7.008	0.563	2.272	2.501
7.012	0.563	2.272	2.501
7.009	0.563	2.272	2.500
7.010	0.563	2.271	2.502
7.010	0.563	2.274	2.500
7.008	0.564	2.271	2.502
7.006	0.563	2.275	2.501
7.009	0.563	2.270	2.501
7.011	0.563	2.271	2.501
7.009	0.563	2.273	2.501
7.008	0.564	2.272	2.501
7.012	0.564	2.274	2.500
7.010	0.563	2.271	2.502
7.008	0.563	2.270	2.500
7.009	0.564	2.271	2.500
7.008	0.563	2.270	2.500
7.008	0.564	2.273	2.502
7.008	0.564	2.270	2.500
7.010	0.563	2.269	2.501
7.009	0.563	2.270	2.500
7.007	0.563	2.270	2.500
7.008	0.563	2.270	2.501
7.009	0.563	2.271	2.502
7.009	0.563	2.272	2.500
7.010	0.564	2.269	2.501
7.010	0.563	2.271	2.502
7.007	0.563	2.270	2.501
7.006	0.563	2.271	2.500
7.009	0.563	2.271	2.500
7.012	0.563	2.271	2.501
7.010	0.563	2.271	2.501
7.010	0.563	2.271	2.501
7.009	0.564	2.271	2.501
7.009	0.563	2.269	2.501
7.010	0.563	2.271	2.501
7.009	0.563	2.270	2.500
7.008	0.563	2.267	2.501
7.005	0.563	2.270	2.500
7.011	0.563	2.270	2.501
7.012	0.563	2.271	2.500
7.007	0.564	2.272	2.500
7.008	0.563	2.273	2.500
7.010	0.563	2.270	2.500
7.008	0.563	2.272	2.501
7.011	0.563	2.271	2.501
7.011	0.563	2.271	2.500
7.010	0.563	2.270	2.500
7.009	0.562	2.271	2.501
7.009	0.563	2.271	2.500
7.008	0.563	2.272	2.501
7.009	0.563	2.273	2.501
7.008	0.563	2.270	2.501
7.009	0.563	2.269	2.500
7.010	0.562	2.269	2.500
7.009	0.563	2.270	2.501
7.008	0.563	2.271	2.501
7.008	0.562	2.269	2.502
7.008	0.563	2.269	2.500
7.010	0.563	2.270	2.501
7.008	0.563	2.272	2.501
7.011	0.563	2.267	2.501
7.010	0.564	2.271	2.501
7.008	0.563	2.273	2.501
7.008	0.563	2.270	2.502
7.008	0.563	2.271	2.501
7.010	0.563	2.272	2.500
7.007	0.563	2.270	2.500
7.012	0.563	2.271	2.501
7.011	0.563	2.273	2.501
7.010	0.563	2.271	2.501
7.007	0.563	2.270	2.502
7.007	0.563	2.267	2.500
7.010	0.563	2.268	2.501
7.009	0.563	2.270	2.501
7.009	0.563	2.270	2.502
7.006	0.563	2.272	2.502
7.009	0.563	2.272	2.503
7.009	0.563	2.269	2.502
7.012	0.563	2.273	2.501
7.011	0.563	2.270	2.502
7.010	0.563	2.272	2.501
7.009	0.563	2.271	2.501
7.008	0.563	2.271	2.502
7.010	0.563	2.271	2.503
7.009	0.563	2.271	2.501
7.008	0.563	2.273	2.502
7.008	0.563	2.268	2.500
7.009	0.563	2.271	2.501
7.011	0.564	2.273	2.500
7.009	0.563	2.271	2.501
7.008	0.563	2.272	2.502
7.008	0.563	2.272	2.501
7.008	0.564	2.272	2.501
7.013	0.562	2.270	2.501
7.008	0.563	2.268	2.501
7.009	0.563	2.272	2.499
7.008	0.563	2.270	2.501
7.009	0.563	2.269	2.502
7.011	0.563	2.273	2.501
7.009	0.563	2.273	2.502
7.009	0.564	2.273	2.501
7.008	0.563	2.272	2.501
7.010	0.564	2.271	2.501
7.009	0.563	2.271	2.502
7.009	0.563	2.270	2.502
7.010	0.563	2.271	2.502
7.012	0.563	2.270	2.500
7.010	0.563	2.273	2.501
7.010	0.563	2.270	2.501
7.009	0.563	2.271	2.501
7.010	0.563	2.272	2.503
7.010	0.563	2.270	2.502
7.007	0.563	2.272	2.503
7.008	0.563	2.270	2.502
7.011	0.563	2.272	2.502
7.011	0.563	2.270	2.503
7.010	0.563	2.270	2.501
7.006	0.563	2.272	2.502
7.007	0.563	2.271	2.502
7.008	0.562	2.272	2.501
7.010	0.563	2.274	2.503
7.008	0.563	2.271	2.502
7.008	0.563	2.271	2.501
7.010	0.563	2.271	2.501
7.011	0.563	2.273	2.500
7.009	0.562	2.270	2.501
7.010	0.564	2.273	2.501
7.009	0.563	2.271	2.503
7.008	0.563	2.273	2.502
7.010	0.563	2.272	2.503
7.009	0.563	2.272	2.501
7.008	0.563	2.272	2.502
7.008	0.563	2.272	2.502
7.010	0.563	2.272	2.502
7.009	0.563	2.273	2.501
7.012	0.563	2.269	2.502
7.008	0.563	2.272	2.500
7.011	0.563	2.271	2.501
7.010	0.563	2.270	2.502
7.009	0.563	2.272	2.501
7.011	0.564	2.274	2.501
7.012	0.563	2.269	2.501
7.009	0.563	2.271	2.500
7.010	0.563	2.272	2.501
7.009	0.563	2.273	2.500
7.009	0.563	2.272	2.500
7.009	0.564	2.270	2.501
7.010	0.563	2.271	2.501
7.008	0.563	2.270	2.500
7.008	0.563	2.270	2.500
7.006	0.563	2.270	2.500
7.008	0.563	2.273	2.501
7.008	0.563	2.269	2.500
7.008	0.563	2.271	2.501
7.007	0.563	2.269	2.500
7.011	0.563	2.274	2.501
7.010	0.563	2.267	2.500
7.011	0.563	2.271	2.501
7.011	0.563	2.270	2.501
7.009	0.563	2.269	2.501
7.008	0.563	2.271	2.501
7.011	0.563	2.270	2.501
7.011	0.563	2.272	2.502
7.009	0.564	2.271	2.501
7.008	0.563	2.273	2.499
7.008	0.563	2.271	2.500
7.008	0.564	2.269	2.500
7.011	0.563	2.272	2.501
7.010	0.563	2.268	2.501
7.009	0.563	2.271	2.502
7.009	0.563	2.271	2.500
7.010	0.563	2.269	2.501
7.010	0.563	2.271	2.500
7.010	0.563	2.272	2.500
7.010	0.563	2.269	2.501
7.008	0.563	2.273	2.500
7.007	0.563	2.273	2.502
7.006	0.563	2.272	2.501
7.009	0.563	2.271	2.501
7.015	0.563	2.272	2.501
7.010	0.564	2.271	2.500
7.007	0.563	2.272	2.500
7.008	0.564	2.268	2.501
7.008	0.563	2.270	2.500
7.011	0.563	2.271	2.501
7.010	0.562	2.272	2.499
7.009	0.563	2.272	2.502
7.006	0.563	2.270	2.501
7.007	0.563	2.271	2.500
7.011	0.563	2.269	2.499
7.009	0.563	2.269	2.501
7.007	0.564	2.270	2.501
7.007	0.563	2.269	2.501
7.008	0.563	2.269	2.501
7.009	0.563	2.270	2.501
7.010	0.563	2.269	2.500
7.011	0.563	2.268	2.499
7.007	0.562	2.270	2.500
7.008	0.563	2.272	2.501
7.009	0.562	2.272	2.501
7.010	0.564	2.272	2.501
7.012	0.564	2.271	2.501
7.006	0.563	2.271	2.501
7.008	0.563	2.273	2.500
7.007	0.563	2.270	2.501
7.011	0.563	2.272	2.500
7.012	0.563	2.271	2.500
7.009	0.563	2.271	2.499
7.009	0.563	2.272	2.500
7.007	0.563	2.270	2.500
7.008	0.563	2.271	2.499
7.010	0.563	2.271	2.499
7.012	0.563	2.270	2.500
7.009	0.563	2.270	2.500
7.009	0.563	2.270	2.500
7.010	0.563	2.269	2.502
7.010	0.563	2.272	2.499
7.009	0.563	2.273	2.501
7.008	0.563	2.272	2.501
7.008	0.562	2.275	2.501
7.008	0.563	2.274	2.502
7.011	0.563	2.269	2.500
7.009	0.563	2.270	2.501
7.011	0.563	2.271	2.500
7.008	0.564	2.272	2.500
7.010	0.563	2.270	2.501
7.010	0.563	2.270	2.500
7.008	0.563	2.273	2.500
7.009	0.563	2.270	2.500
7.008	0.563	2.271	2.501
7.008	0.563	2.268	2.500
7.007	0.563	2.274	2.501
7.009	0.562	2.271	2.501
7.013	0.563	2.271	2.502
7.008	0.563	2.270	2.501
7.008	0.563	2.271	2.501
7.009	0.563	2.271	2.501
7.009	0.563	2.269	2.501
7.009	0.563	2.272	2.500
7.008	0.563	2.271	2.500
7.010	0.563	2.274	2.501
7.009	0.563	2.273	2.502
7.009	0.563	2.273	2.502
7.009	0.563	2.272	2.502
7.008	0.563	2.270	2.501
7.008	0.563	2.270	2.501
7.008	0.563	2.271	2.501
7.008	0.563	2.272	2.502
7.009	0.563	2.272	2.501
7.009	0.563	2.269	2.500
7.009	0.563	2.270	2.501
7.008	0.563	2.271	2.501
7.007	0.563	2.271	2.500
7.010	0.563	2.271	2.502
7.007	0.563	2.273	2.502
7.009	0.563	2.269	2.500
7.008	0.563	2.269	2.500
7.009	0.563	2.271	2.501
7.009	0.563	2.271	2.500
7.011	0.563	2.271	2.500
7.010	0.563	2.269	2.501
7.010	0.563	2.270	2.501
7.010	0.563	2.271	2.501
7.010	0.563	2.272	2.501
7.008	0.563	2.268	2.500
7.009	0.563	2.271	2.501
7.008	0.563	2.270	2.501
7.006	0.563	2.271	2.502
7.009	0.563	2.271	2.501
7.009	0.563	2.272	2.503
7.009	0.564	2.272	2.503
7.008	0.563	2.270	2.501
7.009	0.564	2.269	2.501
7.010	0.563	2.272	2.501
7.009	0.563	2.270	2.501
7.008	0.562	2.271	2.500
7.009	0.563	2.270	2.500
7.007	0.563	2.271	2.500
7.009	0.563	2.271	2.500
7.011	0.563	2.271	2.500
7.006	0.563	2.272	2.499
7.009	0.563	2.273	2.500
7.008	0.563	2.270	2.500
7.007	0.563	2.272	2.499
7.010	0.563	2.270	2.500
7.011	0.563	2.270	2.501
7.010	0.563	2.270	2.500
7.011	0.563	2.269	2.502
7.008	0.563	2.271	2.501
7.010	0.563	2.271	2.502
7.009	0.564	2.269	2.500
7.008	0.563	2.272	2.499
7.009	0.563	2.269	2.500
7.009	0.563	2.271	2.501
7.006	0.563	2.274	2.500
7.008	0.563	2.270	2.499
7.009	0.563	2.272	2.501
7.010	0.563	2.269	2.502
7.013	0.564	2.270	2.499
7.009	0.563	2.269	2.500
7.009	0.563	2.268	2.500
7.010	0.563	2.271	2.502
7.009	0.563	2.273	2.502
7.010	0.562	2.270	2.502
7.009	0.563	2.270	2.502
7.006	0.563	2.269	2.500
7.008	0.563	2.274	2.500
7.010	0.563	2.269	2.500
7.010	0.562	2.272	2.500
7.008	0.562	2.271	2.500
7.008	0.563	2.269	2.500
7.009	0.563	2.269	2.501
7.011	0.563	2.271	2.500
7.009	0.563	2.272	2.502
7.008	0.563	2.272	2.502
7.007	0.563	2.269	2.500
7.008	0.563	2.270	2.500
7.009	0.563	2.269	2.499
7.012	0.563	2.270	2.501
7.011	0.563	2.269	2.500
7.010	0.563	2.270	2.500
7.008	0.563	2.273	2.501
7.008	0.563	2.272	2.501
7.011	0.563	2.272	2.499
7.012	0.563	2.271	2.500
7.011	0.563	2.271	2.500
7.009	0.563	2.271	2.501
7.009	0.563	2.271	2.501
7.010	0.563	2.270	2.500
7.007	0.563	2.271	2.500
7.011	0.564	2.270	2.501
7.009	0.563	2.271	2.503
7.008	0.563	2.272	2.501
7.013	0.562	2.272	2.502
7.011	0.563	2.272	2.502
7.010	0.563	2.269	2.501
7.007	0.563	2.270	2.499
7.009	0.563	2.272	2.501
7.009	0.563	2.273	2.499
7.008	0.563	2.270	2.501
7.009	0.564	2.272	2.500
7.010	0.563	2.270	2.500
7.006	0.564	2.271	2.500
7.009	0.563	2.273	2.502
7.012	0.563	2.273	2.502
7.011	0.563	2.272	2.502
7.011	0.563	2.270	2.501
7.008	0.563	2.269	2.502
7.005	0.563	2.270	2.500
7.009	0.563	2.270	2.500
7.009	0.564	2.273	2.501
7.009	0.563	2.273	2.501
7.008	0.563	2.272	2.500
7.010	0.563	2.271	2.499
7.008	0.563	2.274	2.501
7.010	0.563	2.271	2.502
7.010	0.564	2.270	2.501
7.010	0.564	2.270	2.501
7.010	0.563	2.269	2.501
7.009	0.563	2.271	2.501
7.012	0.563	2.273	2.500
7.009	0.563	2.271	2.502
7.007	0.563	2.274	2.500
7.008	0.563	2.271	2.500
7.009	0.564	2.269	2.501
7.009	0.563	2.272	2.500
7.011	0.563	2.269	2.501
7.011	0.564	2.272	2.500
7.008	0.563	2.270	2.501
7.010	0.563	2.272	2.501
7.009	0.564	2.269	2.501
7.008	0.563	2.273	2.500
7.011	0.563	2.272	2.501
7.008	0.563	2.273	2.502
7.010	0.564	2.270	2.501
7.008	0.563	2.272	2.500
7.009	0.563	2.273	2.502
7.011	0.563	2.272	2.499
7.009	0.563	2.270	2.500
7.009	0.563	2.272	2.501
7.011	0.563	2.272	2.500
7.008	0.563	2.272	2.500
7.009	0.563	2.272	2.499
7.009	0.563	2.272	2.501
7.010	0.563	2.271	2.500
7.008	0.563	2.272	2.500
7.010	0.563	2.271	2.499
7.009	0.563	2.268	2.500
7.009	0.563	2.270	2.501
7.008	0.563	2.271	2.501
7.008	0.563	2.271	2.500
7.011	0.563	2.268	2.500
7.013	0.564	2.273	2.499
7.010	0.563	2.271	2.500
7.011	0.564	2.271	2.501
7.008	0.563	2.270	2.499
7.010	0.563	2.272	2.501
7.009	0.563	2.271	2.501
7.009	0.564	2.272	2.500
7.008	0.563	2.273	2.499
7.008	0.563	2.270	2.501
7.009	0.563	2.270	2.500
7.007	0.564	2.270	2.500
7.011	0.563	2.269	2.501
7.008	0.563	2.271	2.501
7.009	0.563	2.268	2.500
7.010	0.563	2.269	2.500
7.008	0.562	2.272	2.500
7.011	0.563	2.270	2.501
7.012	0.563	2.272	2.500
7.008	0.563	2.271	2.499
7.007	0.563	2.270	2.499
7.006	0.563	2.269	2.501
7.008	0.563	2.272	2.500
7.008	0.563	2.271	2.500
7.012	0.563	2.268	2.500
7.008	0.563	2.270	2.499
7.009	0.563	2.268	2.500
7.009	0.562	2.271	2.500
7.011	0.563	2.269	2.499
7.011	0.563	2.268	2.498
7.008	0.563	2.270	2.500
7.008	0.563	2.271	2.500
7.008	0.562	2.268	2.500
7.009	0.563	2.271	2.500
7.010	0.563	2.270	2.501
7.011	0.563	2.268	2.500
7.010	0.563	2.271	2.501
7.008	0.563	2.268	2.500
7.009	0.563	2.270	2.500
7.011	0.564	2.270	2.500
7.011	0.563	2.272	2.499
7.010	0.564	2.269	2.500
7.008	0.564	2.270	2.500
7.008	0.563	2.271	2.500
7.007	0.563	2.272	2.500
7.011	0.563	2.270	2.500
7.011	0.563	2.267	2.499
7.006	0.564	2.271	2.500
7.009	0.563	2.271	2.498
7.009	0.563	2.272	2.500
7.008	0.563	2.274	2.501
7.009	0.563	2.271	2.499
7.008	0.563	2.273	2.500
7.008	0.563	2.267	2.500
7.009	0.563	2.268	2.499
7.012	0.563	2.271	2.500
7.011	0.564	2.271	2.500
7.010	0.563	2.271	2.500
7.007	0.563	2.269	2.499
7.008	0.563	2.271	2.500
7.010	0.563	2.269	2.501
7.011	0.563	2.270	2.500
7.009	0.563	2.271	2.499
7.008	0.563	2.270	2.499
7.010	0.563	2.270	2.500
7.009	0.564	2.271	2.501
7.010	0.563	2.272	2.501
7.012	0.563	2.268	2.500
7.009	0.563	2.269	2.501
7.009	0.563	2.271	2.502
7.010	0.562	2.271	2.501
7.010	0.564	2.272	2.499
7.013	0.563	2.270	2.500
7.010	0.563	2.270	2.500
7.008	0.563	2.273	2.500
7.008	0.563	2.271	2.499
7.009	0.563	2.270	2.501
7.010	0.563	2.272	2.501
7.010	0.562	2.271	2.500
7.011	0.563	2.271	2.500
7.009	0.563	2.272	2.502
7.010	0.563	2.271	2.500
7.008	0.563	2.274	2.500
7.010	0.563	2.273	2.502
7.006	0.564	2.270	2.500
7.008	0.563	2.273	2.500
7.010	0.563	2.269	2.500
7.010	0.563	2.272	2.500
7.010	0.563	2.270	2.500
7.010	0.563	2.270	2.500
7.008	0.563	2.274	2.502
7.008	0.563	2.272	2.502
7.009	0.563	2.270	2.502
7.010	0.563	2.271	2.501
7.011	0.563	2.270	2.502
7.010	0.563	2.272	2.501
7.009	0.563	2.273	2.501
7.010	0.563	2.270	2.502
7.008	0.563	2.271	2.501
7.011	0.563	2.271	2.501
7.007	0.562	2.270	2.501
7.008	0.563	2.271	2.499
7.010	0.563	2.269	2.500
7.010	0.563	2.271	2.500
7.009	0.563	2.270	2.499
7.010	0.562	2.272	2.501
7.009	0.563	2.270	2.499
7.009	0.563	2.270	2.501
7.010	0.563	2.268	2.501
7.010	0.563	2.271	2.501
7.011	0.563	2.272	2.500
7.009	0.562	2.270	2.502
7.009	0.563	2.272	2.500
7.008	0.562	2.271	2.500
7.011	0.563	2.271	2.502
7.008	0.563	2.272	2.501
7.008	0.563	2.271	2.499
7.008	0.563	2.273	2.502
7.008	0.563	2.272	2.501
7.010	0.563	2.275	2.500
7.010	0.563	2.271	2.501
7.008	0.563	2.272	2.501
7.009	0.563	2.270	2.500
7.007	0.563	2.272	2.501
7.010	0.562	2.272	2.502
7.009	0.564	2.272	2.502
7.009	0.563	2.271	2.500
7.008	0.563	2.274	2.501
7.009	0.563	2.270	2.500
7.010	0.563	2.272	2.500
7.011	0.563	2.270	2.501
7.012	0.563	2.273	2.500
7.009	0.563	2.272	2.500
7.008	0.564	2.271	2.501
7.006	0.564	2.271	2.501
7.011	0.563	2.272	2.501
7.012	0.563	2.270	2.499
7.008	0.563	2.271	2.502
7.011	0.563	2.273	2.501
